Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,regulatory_era
Adbry,tralokinumab-ldrm,LEO Pharma A/S,BLA,761180,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/27/2020,12/27/2021,2021,NA,ADBRY is indicated for the treatment of moderate-to-severe atopic dermatitis in adult patients whose disease is not adequately controlled with topical prescription therapies or when those therapies are not advisable. ADBRY can be used with or without topical corticosteroids.,Standard,No,No,No,No,N/A,No,No,NA,2020-04-27,2021-12-27,609,6.411818267709897,Post-FDASIA
Quviviq,daridorexant,Idorsia Pharmaceuticals Ltd.,NDA,214985,NA,NA,Tablet,Oral,NA,NA,NA,NA,1/8/2021,1/7/2022,2022,NA,"QUVIVIQ is indicated for the treatment of adult patients with insomnia, characterized by difficulties with sleep onset and/or sleep maintenance.",Standard,No,No,No,No,No,No,No,NA,2021-01-08,2022-01-07,364,5.8971538676367405,Post-FDASIA
Cibinqo,abrocitinib,"Pfizer, Inc.",NDA,213871,NA,NA,Tablet,Oral,NA,NA,NA,NA,8/25/2020,1/14/2022,2022,NA,"CIBINQO is indicated for the treatment of adults with refractory, moderate-to-severe atopic dermatitis whose disease is not adequately controlled with other systemic drug products, including biologics, or when use of those therapies is inadvisable.
Limitations of Use:
CIBINQO is not recommended for use in combination with other JAK inhibitors, biologic immunomodulators, or with other immunosuppressants.",Priority,No,No,Yes,No,No,No,No,NA,2020-08-25,2022-01-14,507,6.2285110035911835,Post-FDASIA
Kimmtrak,tebentafusp-tebn,Immunocore Limited,BLA,761228,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/23/2021,1/25/2022,2022,NA,KIMMTRAK is indicated for the treatment of HLA-A*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,Priority,Yes,No,Yes,No,N/A,No,No,NA,2021-06-23,2022-01-25,216,5.375278407684165,Post-FDASIA
Vabysmo,faricimab-svoa,"Genentech, Inc.",BLA,761235,NA,NA,Injectable,Intravitreal,NA,NA,NA,NA,5/28/2021,1/28/2022,2022,NA,"VABYSMO is a vascular endothelial growth factor (VEGF) and angiopoietin 2 (Ang-2) inhibitor indicated for the treatment of patients with:
- Neovascular (wet) Age-Related Macular Degeneration (nAMD)
- Diabetic Macular Edema (DME)",Priority (used priority review voucher),No,No,No,No,N/A,No,Yes,NA,2021-05-28,2022-01-28,245,5.501258210544727,Post-FDASIA
Enjaymo,sutimlimab-jome,"Bioverativ USA, Inc.",BLA,761164,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/13/2020,2/4/2022,2022,NA,ENJAYMO (sutimlimab-jome) is indicated to decrease the need for red blood cell (RBC) transfusion due to hemolysis in adults with cold agglutinin disease (CAD),Priority,Yes,No,Yes,No,N/A,No,No,NA,2020-03-13,2022-02-04,693,6.541029999189903,Post-FDASIA
Pyrukynd,mitapivat,"Agios Pharmaceuticals, Inc.",NDA,216196,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/17/2021,2/17/2022,2022,NA,PYRUKYND is indicated for the treatment of hemolytic anemia in adults with pyruvate kinase (PK) deficiency.,Priority,Yes,No,No,Yes,No,No,No,NA,2021-06-17,2022-02-17,245,5.501258210544727,Post-FDASIA
Vonjo,pacritinib,CTI BioPharma Corporation,NDA,208712,NA,NA,Capsule,Oral,NA,NA,NA,NA,3/30/2021,2/28/2022,2022,NA,VONJO is indicated for the treatment of adults with intermediate or high-risk primary or secondary (post-polycythemia vera or post-essential thrombocythemia) myelofibrosis (MF) with a platelet count below 50 × 10^9/L. This indication is approved under accelerated approval based on spleen volume reduction. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).,Priority,Yes,Yes,No,Yes,No,No,No,NA,2021-03-30,2022-02-28,335,5.814130531825066,Post-FDASIA
Opdualag,nivolumab and relatlimab-rmbw,Bristol-Myers Squibb Company,BLA,761234,NA,NA,Solution,Intravenous,NA,NA,NA,NA,7/19/2021,3/18/2022,2022,NA,OPDUALAG is indicated for the treatment of adult and pediatric patients 12 years of age or older with unresectable or metastatic melanoma.,Priority,Yes,No,No,Yes,N/A,No,No,NA,2021-07-19,2022-03-18,242,5.488937726156687,Post-FDASIA
Ztalmy,ganaxolone,"Marinus Pharmaceuticals, Inc.",NDA,215904,NA,NA,Suspension,Oral,NA,NA,NA,NA,7/20/2021,3/18/2022,2022,NA,ZTALMY is indicated for the treatment of seizures associated with cyclin-dependent kinase-like 5 (CDKL5) deficiency disorder (CDD) in patients 2 years of age and older.,Priority,Yes,No,No,No,No,RPD,No,NA,2021-07-20,2022-03-18,241,5.484796933490655,Post-FDASIA
Pluvicto,lutetium Lu 177 vipivotide tetraxetan,"Advanced Accelerator Applications USA, Inc.",NDA,215833,NA,NA,Solution,Intravenous,NA,NA,NA,NA,7/29/2021,3/23/2022,2022,NA,PLUVICTO is indicated for the treatment of adult patients with prostate-specific membrane antigen (PSMA)-positive metastatic castration-resistant prostate cancer (mCRPC) who have been treated with androgen receptor (AR) pathway inhibition and taxane-based chemotherapy.,Priority,No,No,Yes,No,No,No,No,NA,2021-07-29,2022-03-23,237,5.4680601411351315,Post-FDASIA
Vivjoa,oteseconazole,"Mycovia Pharmaceuticals, Inc.",NDA,215888,NA,NA,Capsule,Oral,NA,NA,NA,NA,5/27/2021,4/26/2022,2022,NA,"VIVJOA is indicated to reduce the incidence of recurrent vulvovaginal candidiasis (RVVC) in females with a history of RVVC who are NOT of reproductive potential.
If specimens for fungal culture are obtained prior to therapy, antifungal therapy may be instituted before the results of the cultures are known. However, once these results become available, antifungal therapy should be adjusted accordingly.",Priority,No,No,No,Yes,Yes,No,No,NA,2021-05-27,2022-04-26,334,5.811140992976701,Post-FDASIA
Camzyos,mavacamten,"MyoKardia, Inc.",NDA,214998,NA,NA,Capsule,Oral,NA,NA,NA,NA,1/28/2021,4/28/2022,2022,NA,CAMZYOS is indicated for the treatment of adults with symptomatic New York Heart Association (NYHA) class II-III obstructive hypertrophic cardiomyopathy (HCM) to improve functional capacity and symptoms.,Standard,Yes,No,Yes,No,No,No,No,NA,2021-01-28,2022-04-28,455,6.12029741895095,Post-FDASIA
Voquezna Triple Pak,vonoprazan; amoxicillin; clarithromycin (co-packaged),"Phathom Pharmaceuticals, Inc.",NDA,215152,NA,NA,"Capsule, Tablet, Tablet",Oral,NA,NA,NA,NA,9/3/2021,5/3/2022,2022,NA,"VOQUEZNA TRIPLE PAK or VOQUEZNA DUAL PAK are indicated for the treatment of Helicobacter pylori (H. pylori) infection in adults. 
To reduce the development of drug-resistant bacteria and maintain the effectiveness of VOQUEZNA TRIPLE PAK, VOQUEZNA DUAL PAK and other antibacterial drugs, VOQUEZNA TRIPLE PAK and VOQUEZNA DUAL PAK should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",Priority,No,No,No,Yes,Yes,No,No,NA,2021-09-03,2022-05-03,242,5.488937726156687,Post-FDASIA
Mounjaro,tirzepatide,Eli Lilly and Company,NDA,215866,NA,NA,Solution,Subcutaneous,NA,NA,NA,NA,9/15/2021,5/13/2022,2022,NA,"MOUNJARO is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes
mellitus.
Limitations of Use:
MOUNJARO has not been studied in patients with a history of pancreatitis.
MOUNJARO is not indicated for use in patients with type 1 diabetes mellitus.",Priority (used priority review voucher),No,No,No,No,No,No,Yes,NA,2021-09-15,2022-05-13,240,5.480638923341991,Post-FDASIA
Vtama,tapinarof,"Dermavant Sciences, Inc.",NDA,215272,NA,NA,Cream,Topical,NA,NA,NA,NA,5/26/2021,5/23/2022,2022,NA,"VTAMA (tapinarof) cream, 1% is an aryl hydrocarbon receptor agonist indicated for the topical treatment of plaque psoriasis in adults.",Standard,No,No,No,No,No,No,No,NA,2021-05-26,2022-05-23,362,5.8916442118257715,Post-FDASIA
Amvuttra,vutrisiran,"Alnylam Pharmaceuticals, Inc.",NDA,215515,NA,NA,Solution,Subcutaneous,NA,NA,NA,NA,4/14/2021,6/13/2022,2022,NA,AMVUTTRA is indicated for the treatment of the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults.,Standard,Yes,No,No,Yes,No,No,No,NA,2021-04-14,2022-06-13,425,6.052089168924417,Post-FDASIA
Xenpozyme,olipudase alfa-rpcp,Genzyme Corporation,BLA,761261,NA,NA,Injectable,Injection,NA,NA,NA,NA,11/3/2021,8/31/2022,2022,NA,XENPOZYME is indicated for treatment of non–central nervous system manifestations of acid sphingomyelinase deficiency (ASMD) in adult and pediatric patients.,Priority,Yes,No,Yes,Yes,N/A,RPD,No,NA,2021-11-03,2022-08-31,301,5.707110264748875,Post-FDASIA
Spevigo,spesolimab-sbzo,"Boehringer Ingelheim Pharmaceuticals, Inc.",BLA,761244,NA,NA,Injectable,Intravenous,NA,NA,NA,NA,10/1/2021,9/1/2022,2022,NA,SPEVIGO is indicated for the treatment of generalized pustular psoriasis (GPP) flares in adults.,Priority,Yes,No,Yes,No,N/A,No,No,NA,2021-10-01,2022-09-01,335,5.814130531825066,Post-FDASIA
Daxxify,daxibotulinumtoxinA-lanm,"Revance Therapeutics, Inc.",BLA,761127,NA,NA,Injectable,"Intramuscular, Subcutaneous",NA,NA,NA,NA,11/25/2019,9/7/2022,2022,NA,DAXXIFY (daxibotulinumtoxinA-lanm) is indicated for the temporary improvement in the appearance of moderate to severe glabellar lines associated with corrugator and/or procerus muscle activity in adult patients.,Standard,No,No,No,No,N/A,No,No,NA,2019-11-25,2022-09-07,1017,6.92461239604856,Post-FDASIA
Rolvedon,eflapegrastim-xnst,"Spectrum Pharmaceuticals, Inc.",BLA,761148,NA,NA,Injectable,Subcutaneous,NA,NA,NA,NA,10/24/2019,9/9/2022,2022,NA,"ROLVEDON is indicated to decrease the incidence of infection, as manifested by febrile neutropenia, in adult patients with non-myeloid malignancies receiving myelosuppressive anti-cancer drugs associated with clinically significant incidence of febrile neutropenia.
Limitations of Use:
Rolvedon is not indicated for the mobilization of peripheral blood progenitor cells for hematopoietic stem cell transplantation.",Standard,No,No,No,No,N/A,No,No,NA,2019-10-24,2022-09-09,1051,6.957497370876951,Post-FDASIA
Sotyktu,deucravacitinib,Bristol-Myers Squibb Company,NDA,214958,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/10/2021,9/9/2022,2022,NA,"SOTYKTU is indicated for the treatment of moderate-to-severe plaque psoriasis in adults who are candidates for systemic therapy or phototherapy.
Limitations of Use:
SOTYKTU is not recommended for use in combination with other potent immunosuppressants.",Standard,No,No,No,No,No,No,No,NA,2021-09-10,2022-09-09,364,5.8971538676367405,Post-FDASIA
Elucirem,gadopiclenol,"Guerbet, LLC",NDA,216986,NA,NA,Solution,Intravenous,NA,NA,NA,NA,1/21/2022,9/21/2022,2022,NA,"ELUCIREM is indicated in adult and pediatric patients aged 2 years and older for use with magnetic resonance imaging (MRI) to detect and visualize lesions with abnormal vascularity in:
- the central nervous system (brain, spine, and associated tissues),
- the body (head and neck, thorax, abdomen, pelvis, and musculoskeletal system).",Priority,No,No,No,No,No,No,No,NA,2022-01-21,2022-09-21,243,5.493061443340548,Post-FDASIA
Omlonti,omidenepag isopropyl,"Santen, Inc.",NDA,215092,NA,NA,Solution,Ophthalmic,NA,NA,NA,NA,11/19/2020,9/22/2022,2022,NA,"OMLONTI (omidenepag isopropyl ophthalmic solution) 0.002%, is indicated for the reduction of elevated intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension.",Standard,No,No,No,No,No,No,No,NA,2020-11-19,2022-09-22,672,6.5102583405231496,Post-FDASIA
Relyvrio,sodium phenylbutyrate and taurursodiol,"Amylyx Pharmaceuticals, Inc.",NDA,216660,NA,NA,For Suspension,Oral,NA,NA,NA,NA,10/29/2021,9/29/2022,2022,NA,RELYVRIO is indicated for the treatment of amyotrophic lateral sclerosis (ALS) in adults.,Priority,Yes,No,No,No,No,No,No,NA,2021-10-29,2022-09-29,335,5.814130531825066,Post-FDASIA
Lytgobi,futibatinib,"Taiho Oncology, Inc.",NDA,214801,NA,NA,Tablet,Oral,NA,NA,NA,NA,1/31/2022,9/30/2022,2022,NA,"LYTGOBI is indicated for the treatment of adult patients with previously treated, unresectable, locally advanced or metastatic intrahepatic cholangiocarcinoma harboring fibroblast growth factor receptor 2 (FGFR2) gene fusions or other rearrangements.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority,Yes,Yes,Yes,Yes,No,No,No,NA,2022-01-31,2022-09-30,242,5.488937726156687,Post-FDASIA
Imjudo,tremelimumab-actl,AstraZeneca AB,BLA,761289,NA,NA,Injectable,Intravenous,NA,NA,NA,NA,2/23/2022,10/21/2022,2022,NA,IMJUDO in combination with durvalumab is indicated for the treatment of adult patients with unresectable hepatocellular carcinoma (uHCC).,Priority (used priority review voucher),Yes,No,No,No,N/A,No,Yes,NA,2022-02-23,2022-10-21,240,5.480638923341991,Post-FDASIA
Tecvayli,teclistamab-cqyv,"Janssen Biotech, Inc.",BLA,761291,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/28/2021,10/25/2022,2022,NA,"TECVAYLI is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent and an anti-CD38 monoclonal antibody.
This indication is approved under accelerated approval based on response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).",Priority,Yes,Yes,Yes,No,N/A,No,No,NA,2021-12-28,2022-10-25,301,5.707110264748875,Post-FDASIA
Elahere,mirvetuximab soravtansine-gynx,"ImmunoGen, Inc.",BLA,761310,NA,NA,Injectable,Injection,NA,NA,NA,NA,3/28/2022,11/14/2022,2022,NA,"ELAHERE is indicated for the treatment of adult patients with folate receptor-alpha (FRalpha) positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer, who have received one to three prior systemic treatment regimens. Select patients for therapy based on an FDA-approved test.
This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.",Priority,Yes,Yes,No,Yes,N/A,No,No,NA,2022-03-28,2022-11-14,231,5.442417710521793,Post-FDASIA
Tzield,teplizumab-mzwv,"Provention Bio, Inc.",BLA,761183,NA,NA,Injectable,Injection,NA,NA,NA,NA,11/2/2020,11/17/2022,2022,NA,TZIELD is indicated to delay the onset of Stage 3 type 1 diabetes in adults and pediatric patients 8 years of age and older with Stage 2 type 1 diabetes.,Priority,No,No,Yes,No,N/A,No,No,NA,2020-11-02,2022-11-17,745,6.61338421837956,Post-FDASIA
Rezlidhia,olutasidenib,"Forma Therapeutics, Inc.",NDA,215814,NA,NA,Capsule,Oral,NA,NA,NA,NA,2/15/2022,12/1/2022,2022,NA,REZLIDHIA is indicated for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with a susceptible isocitrate dehydrogenase-1 (IDH1) mutation as detected by an FDA-approved test.,Standard,Yes,No,No,No,No,No,No,NA,2022-02-15,2022-12-01,289,5.666426688112432,Post-FDASIA
Krazati,adagrasib,"Mirati Therapeutics, Inc.",NDA,216340,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/14/2021,12/12/2022,2022,NA,"KRAZATI is indicated for the treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy.
This indication is approved under accelerated approval based on objective response rate (ORR) and duration of response (DOR). Continued approval for this indication may be contingent upon verification and description of a clinical benefit in a confirmatory trial(s).",Standard,Yes,Yes,Yes,Yes,No,No,No,NA,2021-12-14,2022-12-12,363,5.8944028342648505,Post-FDASIA
Lunsumio,mosunetuzumab-axgb,"Genentech, Inc.",BLA,761263,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/29/2022,12/22/2022,2022,NA,"LUNSUMIO is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma after two or more lines of systemic therapy.
This indication is approved under accelerated approval based on response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).",Priority,Yes,Yes,Yes,No,N/A,No,No,NA,2022-04-29,2022-12-22,237,5.4680601411351315,Post-FDASIA
Sunlenca,lenacapavir,"Gilead Sciences, Inc.",NDA,215973,NA,NA,Solution,Subcutaneous,NA,NA,NA,NA,6/28/2021,12/22/2022,2022,NA,"SUNLENCA, in combination with other antiretroviral(s), is indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in heavily treatment-experienced adults with multidrug resistant HIV-1 infection failing their current antiretroviral regimen due to resistance, intolerance, or safety considerations.",Priority,No,No,Yes,Yes,No,No,No,NA,2021-06-28,2022-12-22,542,6.295266001439646,Post-FDASIA
