Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes,receipt_date,approval_date,review_time_days,log_review_time_days,therapeutic_area,classification_confidence,classification_method,review_type_simplified,therapeutic_area_factor,review_type_factor,regulatory_era_factor,review_time_days_response,log_review_time_days_response
Padcev,enfortumab vedotin-ejfv,Astellas Pharma,BLA,761137,NA,NA,Powder,Intravenous,NA,NA,NA,NA,7/15/2019,12/18/2019,2019,NA,"PADCEV is indicated for the treatment of adult patients with locally advanced or metastatic urothelial cancer (mUC) who have previously received a programmed death receptor-1 (PD-1) or programmed death-ligand 1 (PD-L1) inhibitor, and a platinum-containing chemotherapy in the neoadjuvant/adjuvant, locally advanced or metastatic setting.
This indication is approved under accelerated approval based on tumor response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.",Priority,No,Yes,Yes,No,N/A,No,No,NA,2019-07-15,2019-12-18,156,5.049856007249537,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,156,5.049856007249537
Enhertu,fam-trastuzumab deruxtecan-nxki,Daiichi Sankyo,BLA,761139,NA,NA,Powder,Intravenous,NA,NA,NA,NA,8/29/2019,12/20/2019,2019,NA,"ENHERTU is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive breast cancer who have received two or more prior anti-HER2-based regimens in the metastatic setting.
This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.",Priority,No,Yes,Yes,Yes,N/A,No,No,NA,2019-08-29,2019-12-20,113,4.727387818712341,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,113,4.727387818712341
TissueBlue,Brilliant Blue G,D.O.R.C International b.v,NDA,209569,NA,NA,Solution,Ophthalmic,NA,NA,NA,NA,4/29/2019,12/20/2019,2019,NA,TissueBlue (Brilliant Blue G Ophthalmic Solution) 0.025% is indicated to selectively stain the internal limiting membrane (ILM).,Priority,Yes,No,No,No,No,No,No,NA,2019-04-29,2019-12-20,235,5.459585514144159,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,235,5.459585514144159
Ayvakit,avapritinib,Blueprint Medicines Corporation,NDA,212608,NA,NA,Tablet,Oral,NA,NA,NA,NA,6/14/2019,1/9/2020,2020,NA,"Ayvakit is indicated for the treatment of adults with unresectable or metastatic gastrointestinal stromal tumor (GIST) harboring a platelet-derived growth factor receptor alpha (PDGFRA) exon 18 mutation, including PDGFRA D842V mutations",Priority,Yes,No,Yes,Yes,No,No,No,NA,2019-06-14,2020-01-09,209,5.342334251964811,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,209,5.342334251964811
Tepezza,teprotumumab-trbw,Horizon Therapeutics Ireland DAC,BLA,761143,NA,NA,Injectable,Injection,NA,NA,NA,NA,7/8/2019,1/21/2020,2020,NA,Tepezza is indicated for the treatment of thyroid eye disease,Priority,Yes,No,Yes,Yes,N/A,No,No,NA,2019-07-08,2020-01-21,197,5.2832037287379885,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,197,5.2832037287379885
Tazverik,tazemetostat,"Epizyme, Inc.",NDA,211723,NA,NA,Tablet,Oral,NA,NA,NA,NA,5/23/2019,1/23/2020,2020,NA,Tazverik is indicated for the treatment of adults and pediatric patients aged 16 years and older with metastatic or locally advanced epithelioid sarcoma not eligible for complete resection,Priority,Yes,Yes,No,No,No,No,No,NA,2019-05-23,2020-01-23,245,5.501258210544727,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,245,5.501258210544727
Sarclisa,isatuximab-irfc,Sanofi Aventis US LLC,BLA,761113,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/30/2019,3/2/2020,2020,NA,"Sarclisa is indicated in combination with pomalidomide and dexamethasone, for the treatment of adult patients with multiple myeloma who have received at least two prior therapies including lenalidomide and a proteasome inhibitor",Standard,Yes,No,No,No,N/A,No,No,NA,2019-04-30,2020-03-02,307,5.726847747587197,Oncology,medium,approved_use_keyword_match,Standard,Oncology,Standard,Post-FDASIA,307,5.726847747587197
Isturisa,osilodrostat,Novartis Pharmaceuticals Corporation,NDA,212801,NA,NA,Tablet,Oral,NA,NA,NA,NA,3/7/2019,3/6/2020,2020,NA,Isturisa is indicated for the treatment of adult patients with Cushing's disease for whom pituitary surgery is not an option or has not been curative,Standard,Yes,No,No,No,No,No,No,NA,2019-03-07,2020-03-06,365,5.8998973535824915,Other,medium,orphan_drug_keyword_match,Standard,Other,Standard,Post-FDASIA,365,5.8998973535824915
Koselugo,selumetinib,AstraZeneca Pharmaceuticals LP,NDA,213756,NA,NA,Capsule,Oral,NA,NA,NA,NA,9/13/2019,4/10/2020,2020,NA,"Koselugo is indicated for the treatment of pediatric patients 2 years of age and older with neurofibromatosis type 1 (NF1) who have symptomatic, inoperable plexiform neurofibromas (PN)",Priority,Yes,No,Yes,No,No,RPD,No,NA,2019-09-13,2020-04-10,210,5.3471075307174685,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,210,5.3471075307174685
Pemazyre,pemigatinib,Incyte Corporation,NDA,213736,NA,NA,Tablet,Oral,NA,NA,NA,NA,9/30/2019,4/17/2020,2020,NA,"Pemazyre is indicated for the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test",Priority,Yes,Yes,Yes,No,No,No,No,NA,2019-09-30,2020-04-17,200,5.298317366548036,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,200,5.298317366548036
Tukysa,tucatinib,"Seattle Genetics, Inc.",NDA,213411,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/20/2019,4/17/2020,2020,NA,"Tukysa is indicated in combination with trastuzumab and capecitabine for treatment of adult patients with advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received one or more prior anti-HER2-based regimens in the metastatic setting",Priority,Yes,No,Yes,Yes,No,No,No,NA,2019-12-20,2020-04-17,119,4.77912349311153,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,119,4.77912349311153
Trodelvy,sacituzumab govitecan-hziy,"Immunomedics, Inc",BLA,761115,NA,NA,Powder,Intravenous,NA,NA,NA,NA,5/18/2018,4/22/2020,2020,NA,Trodelvy is indicated for the treatment of adult patients with metastatic triple-negative breast cancer (mTNBC) who have received at least two prior therapies for metastatic disease,Priority,No,Yes,Yes,Yes,N/A,No,No,NA,2018-05-18,2020-04-22,705,6.558197802812269,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,705,6.558197802812269
Tabrecta,capmatinib,Novartis Pharmaceuticals Corporation,NDA,213591,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/10/2019,5/6/2020,2020,NA,Tabrecta is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have a mutation that leads to mesenchymal-epithelial transition (MET) exon 14 skipping as detected by an FDA-approved test,Priority,Yes,Yes,Yes,No,No,No,No,NA,2019-12-10,2020-05-06,148,4.997212273764115,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,148,4.997212273764115
Retevmo,selpercatinib,"Loxo Oncology, Inc.",NDA,213246,NA,NA,Capsule,Oral,NA,NA,NA,NA,12/4/2019,5/8/2020,2020,NA,Retevmo is indicated for the treatment of adult and pediatric patients 12 years of age and older with advanced or metastatic RET-mutant medullary thyroid cancer (MTC) who require systemic therapy. Is indicated for the treatment of adult and pediatric patients 12 years of age and older with advanced or metastatic RET fusion-positive thyroid cancer who require systemic therapy and who are radioactive iodine-refractory (if radioactive iodine is appropriate) .Is indicated for the treatment of adult patients with metastatic RET fusion-positive non-small cell lung cancer (NSCLC),Priority,Yes,Yes,Yes,No,No,No,No,NA,2019-12-04,2020-05-08,156,5.049856007249537,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,156,5.049856007249537
Qinlock,ripretinib,"Deciphera Pharmaceuticals, LLC",NDA,213973,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/13/2019,5/15/2020,2020,NA,"Qinlock is indicated for the treatment of adult patients with advanced gastrointestinal stromal tumor (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib",Priority,Yes,No,Yes,Yes,No,No,No,NA,2019-12-13,2020-05-15,154,5.0369526024136295,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,154,5.0369526024136295
Cerianna,fluoroestradiol F 18,Zionexa-US Corporation,NDA,212155,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/27/2019,5/20/2020,2020,NA,Cerianna is indicated for positron emission tomography (PET) imaging for detection of estrogen receptor (ER)-positive lesions as an adjunct to biopsy in patients with recurrent or metastatic breast cancer,Standard,No,No,No,No,No,No,No,NA,2019-02-27,2020-05-20,448,6.104793232414985,Oncology,medium,approved_use_keyword_match,Standard,Oncology,Standard,Post-FDASIA,448,6.104793232414985
[drug marketed without a proprietary name],artesunate,"Amivas, LLC",NDA,213036,NA,NA,Injectable,Injection,NA,NA,NA,NA,9/26/2019,5/26/2020,2020,NA,Artesunate is indicated for the initial treatment of severe malaria in adult and pediatric patients,Priority,Yes,No,Yes,Yes,No,No,No,NA,2019-09-26,2020-05-26,243,5.493061443340548,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,243,5.493061443340548
Uplizna,inebilizumab-cdon,"Viela Bio, Inc.",BLA,761142,NA,NA,Injectable,Injection,NA,NA,NA,NA,6/11/2019,6/11/2020,2020,NA,Uplizna is indicated for the treatment of neuromyelitis optica spectrum disorder (NMOSD) in adult patients who are anti-aquaporin-4 (AQP4) antibody positive,Standard,Yes,No,Yes,No,N/A,No,No,NA,2019-06-11,2020-06-11,366,5.902633333401366,Other,medium,orphan_drug_keyword_match,Standard,Other,Standard,Post-FDASIA,366,5.902633333401366
Zepzelca,lurbinectedin,"Pharma Mar USA, Inc.",NDA,213702,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/16/2019,6/15/2020,2020,NA,Zepzelca is indicated for the treatment of adult patients with metastatic small cell lung cancer (SCLC) with disease progression on or after prior platinum-based chemotherapy,Priority,Yes,Yes,No,No,No,No,No,NA,2019-12-16,2020-06-15,182,5.204006687076795,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,182,5.204006687076795
Dojolvi,triheptanoin,Ultragenyx Pharmaceutical Inc.,NDA,213687,NA,NA,Liquid,Oral,NA,NA,NA,NA,7/31/2019,6/30/2020,2020,NA,Dojolvi is indicated for the treatment of pediatric and adult patients with molecularly confirmed long-chain fatty acid oxidation disorders (LC-FAOD),Standard,Yes,No,No,Yes,No,No,No,NA,2019-07-31,2020-06-30,335,5.814130531825066,Other,medium,orphan_drug_keyword_match,Standard,Other,Standard,Post-FDASIA,335,5.814130531825066
Inqovi,decitabine and cedazuridine,"Astex Pharmaceuticals, Inc.",NDA,212576,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/11/2019,7/7/2020,2020,NA,"Inqovi is indicated for the treatment of adult patients with myelodysplastic syndromes (MDS), including previously treated and untreated, de novo and secondary MDS with the following French-American-British subtypes (refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia with excess blasts, and chronic myelomonocytic leukemia [CMML]) and intermediate-1, intermediate-2, and high-risk International Prognostic Scoring System groups",Priority,Yes,No,No,No,No,No,No,NA,2019-12-11,2020-07-07,209,5.342334251964811,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,209,5.342334251964811
Monjuvi,tafasitamab-cxix,"MorphoSys US, Inc.",BLA,761163,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/30/2019,7/31/2020,2020,NA,"Monjuvi is indicated in combination with lenalidomide for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) not otherwise specified, including DLBCL arising from low grade lymphoma, and who are not eligible for autologous stem cell transplant (ASCT)",Priority,Yes,Yes,Yes,Yes,N/A,No,No,NA,2019-12-30,2020-07-31,214,5.365976015021851,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,214,5.365976015021851
Blenrep,belantamab mafodotin-blmf,GlaxoSmithKline Intellectual Property Development Ltd. England,BLA,761158,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/5/2019,8/5/2020,2020,NA,"Blenrep is indicated for the treatment of adults with relapsed or refractory multiple myeloma who have received at least four prior therapies including an anti-CD38 monoclonal antibody, a proteasome inhibitor, and an immunomodulatory agent",Priority,Yes,Yes,Yes,No,N/A,No,No,NA,2019-12-05,2020-08-05,244,5.497168225293202,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,244,5.497168225293202
Lampit,nifurtimox,"Bayer HealthCare Pharmaceuticals, Inc.",NDA,213464,NA,NA,Tablet,Oral,NA,NA,NA,NA,12/6/2019,8/6/2020,2020,NA,Lampit is indicated for the treatment of Chagas disease in pediatric patients birth to less than 18 years of age and weighing at least 2.5 kg,Priority,Yes,Yes,No,No,No,TD,No,NA,2019-12-06,2020-08-06,244,5.497168225293202,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,244,5.497168225293202
Evrysdi,risdiplam,"Genentech, Inc.",NDA,213535,NA,NA,Powder,Oral,NA,NA,NA,NA,9/24/2019,8/7/2020,2020,NA,Evrysdi is indicated for the treatment of later-onset spinal muscular atrophy (SMA) in patients 2 months of age and older. Is indicated for the treatment of infantile-onset spinal muscular atrophy (SMA) in patients 2 months of age and older,Priority,Yes,No,No,Yes,No,RPD,No,NA,2019-09-24,2020-08-07,318,5.762051382780177,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,318,5.762051382780177
Viltepso,viltolarsen,"Nippon Shinyaku Co., Ltd.",NDA,212154,NA,NA,Injectable,Injection,NA,NA,NA,NA,12/12/2019,8/12/2020,2020,NA,Viltepso is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients who have a confirmed mutation of the DMD gene that is amenable to exon 53 skipping,Priority,Yes,Yes,No,Yes,No,RPD,No,NA,2019-12-12,2020-08-12,244,5.497168225293202,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,244,5.497168225293202
Enspryng,satralizumab-mwge,"Genentech, Inc.",BLA,761149,NA,NA,Injectable,Injection,NA,NA,NA,NA,8/15/2019,8/14/2020,2020,NA,Enspryng is indicated for the treatment of neuromyelitis optica spectrum disorder (NMOSD) in adult patients who are anti-aquaporin-4 (AQP4) antibody positive,Standard,Yes,No,Yes,Yes,N/A,No,No,NA,2019-08-15,2020-08-14,365,5.8998973535824915,Other,medium,orphan_drug_keyword_match,Standard,Other,Standard,Post-FDASIA,365,5.8998973535824915
Detectnet,copper Cu 64 dotatate,"RadioMedix, Inc.",NDA,213227,NA,NA,Injectable,Injection,NA,NA,NA,NA,1/3/2020,9/3/2020,2020,NA,Detectnet is indicated for positron emission tomography (PET) for localization of somatostatin receptor positive neuroendocrine tumors (NETs) in adults,Priority,Yes,No,No,Yes,No,No,No,NA,2020-01-03,2020-09-03,244,5.497168225293202,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,244,5.497168225293202
Gavreto,pralsetinib,Blueprint Medicines Corporation,NDA,213721,NA,NA,Capsule,Oral,NA,NA,NA,NA,3/23/2020,9/4/2020,2020,NA,Gavreto is indicated for the treatment of adult patients with metastatic RET fusion-positive non-small cell lung cancer (NSCLC) as detected by an FDA approved test,Priority,Yes,Yes,Yes,No,No,No,No,NA,2020-03-23,2020-09-04,165,5.10594547390058,Oncology,medium,approved_use_keyword_match,Priority,Oncology,Priority,Post-FDASIA,165,5.10594547390058
Inmazeb,"atoltivimab, maftivimab, and odesivimab-ebgn","Regeneron Pharmaceuticals, Inc.",BLA,761169,NA,NA,Injectable,Injection,NA,NA,NA,NA,2/25/2020,10/14/2020,2020,NA,"Inmazeb is indicated for the treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection",Priority,Yes,No,Yes,No,N/A,MTMC,No,NA,2020-02-25,2020-10-14,232,5.44673737166631,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,232,5.44673737166631
Zokinvy,lonafarnib,"Eiger BioPharmaceuticals, Inc.",NDA,213969,NA,NA,Capsule,Oral,NA,NA,NA,NA,3/20/2020,11/20/2020,2020,NA,Zokinvy is indicated for the treatment of processing-deficient Progeroid Laminopathies with either heterozygous LMNA mutation with progerin-like protein accumulation or homozygous or compound heterozygous ZMPSTE24 mutations in patients 12 months of age and older. Is indicated to reduce the risk of mortality in Hutchinson-Gilford Progeria Syndrome (HGPS),Priority,Yes,No,Yes,No,No,RPD,No,NA,2020-03-20,2020-11-20,245,5.501258210544727,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,245,5.501258210544727
Oxlumo,lumasiran,"Alnylam Pharmaceuticals, Inc.",NDA,214103,NA,NA,Injectable,Injection,NA,NA,NA,NA,4/3/2020,11/23/2020,2020,NA,Oxlumo is indicated for the treatment of primary hyperoxaluria type 1 (PH1) to lower urinary oxalate levels in pediatric and adult patients,Priority,Yes,No,Yes,No,No,RPD,No,NA,2020-04-03,2020-11-23,234,5.455321115357702,Other,medium,orphan_drug_keyword_match,Priority,Other,Priority,Post-FDASIA,234,5.455321115357702
